,instr,course,term,evals,rcmnd_class,rcmnd_instr,time,class_weighted_evals,instr_weighted_evals,letter_expected,gpa_expected,letter_actual,gpa_actual
7260,"Frederick, David A",PSYC 1,SP17,120,0.938,0.991,4.21,113,119,B+ ,3.39,B ,3.11
7261,"Rose, Fred E.",PSYC 100,SP17,85,0.927,0.902,6.38,79,77,B ,3.21,B- ,2.75
7262,"Brady, Adena Schachner",PSYC 101,SP17,87,0.965,0.976,4.36,84,85,B+ ,3.47,B- ,2.88
7263,"Moranton, Nirelia Melbina-",PSYC 102,SP17,43,0.85,0.9,7.01,37,39,B+ ,3.47,B ,3.15
7264,"Christenfeld, Nicholas",PSYC 104,SP17,75,0.915,0.8170000000000001,5.1,69,61,B ,3.12,B- ,2.92
7265,"Brady, Timothy Francis",PSYC 105,SP17,77,0.9590000000000001,0.9590000000000001,4.01,74,74,B+ ,3.33,B ,3.03
7266,"Gremel, Christina M",PSYC 106,SP17,118,0.915,0.932,4.71,108,110,B+ ,3.3,B ,3.02
7267,"Geller, Emma Harlan",PSYC 111B,SP17,14,0.857,1.0,7.58,12,14,A- ,3.86,A- ,3.84
7268,"Winkielman, Piotr",PSYC 114,SP17,8,0.875,0.75,4.0,7,6,A- ,3.75,A- ,3.74
7269,"Bajic, Daniel Andrew",PSYC 117,SP17,11,1.0,1.0,3.3,11,11,A ,4.0,A- ,3.99
7270,"Miller, Cory T.",PSYC 122,SP17,97,0.99,1.0,4.61,96,97,B+ ,3.62,B+ ,3.39
7271,"Lacefield, Katharine I",PSYC 124,SP17,71,1.0,0.972,5.17,71,69,B+ ,3.61,B+ ,3.56
7272,"Ramachandran, Vilayanur S",PSYC 129,SP17,13,0.833,0.5,3.95,11,6,B+ ,3.58,B- ,2.91
7273,"Kaye, Walter H.",PSYC 134,SP17,112,0.905,0.838,3.66,101,94,B+ ,3.6,B- ,2.97
7274,"Winkielman, Piotr",PSYC 137,SP17,95,0.9129999999999999,0.87,4.72,87,83,B+ ,3.37,B ,3.23
7275,"Broccard Bell, Heather Chr",PSYC 141,SP17,20,0.789,0.8420000000000001,4.5,16,17,B ,3.12,B- ,2.92
7276,"Root, Nicholas Bernard",PSYC 142,SP17,86,0.9179999999999999,0.953,5.09,79,82,B ,3.25,B- ,2.87
7277,"Harris, Christine Renee",PSYC 158,SP17,13,1.0,1.0,6.5,13,13,B+ ,3.55,A- ,3.71
7278,"Wixted, John T",PSYC 162,SP17,84,0.922,0.8959999999999999,4.39,77,75,B ,3.18,B- ,2.76
7279,"Gasperi, Marianna",PSYC 168,SP17,74,0.9440000000000001,0.8590000000000001,4.56,70,64,B+ ,3.41,B+ ,3.38
7280,"Gorman, Michael R.",PSYC 172,SP17,198,0.887,0.82,5.26,176,162,B ,3.17,B ,3.1
7281,"Mc Kenzie, Craig R.M.",PSYC 176,SP17,51,0.882,0.882,4.54,45,45,B+ ,3.34,B ,3.18
7282,"Rickard, Timothy C.",PSYC 191,SP17,64,0.9059999999999999,0.8909999999999999,3.9,58,57,B ,3.2,B- ,2.91
7283,"Frederick, David A",PSYC 193,SP17,26,1.0,1.0,3.86,26,26,B+ ,3.54,B+ ,3.38
7284,"Moranton, Nirelia Melbina-",PSYC 2,SP17,65,0.938,0.953,4.84,61,62,B+ ,3.47,B+ ,3.42
7285,"Winward, Jennifer Laven",PSYC 4,SP17,231,0.917,0.93,4.76,212,215,B+ ,3.35,B- ,2.92
7286,"Willis, Jarryd Thomas",PSYC 6,SP17,132,1.0,1.0,3.92,132,132,A- ,3.73,B+ ,3.48
7287,"Steiner, Eric Tomas",PSYC 60,SP17,88,0.885,0.8390000000000001,4.14,78,74,B ,3.29,B- ,2.72
7288,"Lowe, Angela Beth",PSYC 60,SP17,203,0.866,0.96,5.07,176,195,B ,3.22,B ,3.16
7289,"Geller, Emma Harlan",PSYC 70,SP17,67,0.9690000000000001,0.9690000000000001,4.72,65,65,B+ ,3.37,B ,3.22
7290,"Kalleres, Dayna",RELI 101,SP17,17,0.5329999999999999,0.5329999999999999,4.77,9,9,B+ ,3.54,A- ,3.75
7291,"Jassal, Aftab",RELI 188,SP17,29,0.9259999999999999,0.963,3.91,27,28,B+ ,3.59,A- ,3.86
7292,"Qiao, Yu",SE 104,SP17,24,0.619,0.381,6.79,15,9,B ,3.1,B- ,2.96
7293,"Qiao, Yu",SE 104L,SP17,5,1.0,0.8,4.1,5,4,B+ ,3.4,B+ ,3.31
7294,"Qiao, Yu",SE 104L,SP17,6,0.8,0.8,6.9,5,5,B+ ,3.5,B+ ,3.31
7295,"Qiao, Yu",SE 104L,SP17,4,0.75,0.75,7.5,3,3,A- ,3.75,B+ ,3.31
7296,"Zhu, Qiang",SE 110B,SP17,37,0.765,0.8240000000000001,5.98,28,30,B ,3.17,B ,3.06
7297,"Mosqueda, Gilberto",SE 130B,SP17,72,0.971,0.9420000000000001,7.66,70,68,B ,3.12,B- ,2.85
7298,"Krysl, Petr",SE 131,SP17,83,0.815,0.716,9.05,68,59,B ,3.11,B+ ,3.56
7299,"Merritt, Steven Andrew",SE 140B,SP17,52,0.647,0.41200000000000003,12.22,34,21,B ,3.04,B+ ,3.47
7300,"Kim, Hyonny",SE 143B,SP17,17,0.9329999999999999,1.0,18.23,16,17,B+ ,3.67,B+ ,3.65
7301,"Kosmatka, John B",SE 143B,SP17,17,0.9329999999999999,0.9329999999999999,18.23,16,16,B+ ,3.67,B+ ,3.65
7302,"Uang, Chia-Ming",SE 150,SP17,35,1.0,1.0,9.56,35,35,B ,3.06,B- ,2.97
7303,"Megally, Sami Hanna",SE 151B,SP17,62,0.9840000000000001,1.0,8.5,61,62,B+ ,3.45,B ,3.07
7304,"Kim, Hyunsun Alicia",SE 160B,SP17,39,0.872,0.667,6.71,34,26,B ,3.23,C+ ,2.64
7305,"Lanza Di Scalea, Francesco",SE 163,SP17,54,1.0,1.0,6.02,54,54,B ,3.11,B+ ,3.36
7306,"Van Den Einde, Yael Dahlia",SE 3,SP17,73,0.708,0.6940000000000001,10.02,52,51,B ,3.27,B- ,2.99
7307,"Kuester, Falko",SE 9,SP17,23,0.682,0.682,7.68,16,16,B+ ,3.36,B+ ,3.36
7308,"Borsa, Adrian Antal",SIO 10,SP17,59,0.9309999999999999,0.983,4.22,55,58,B+ ,3.53,B ,3.26
7309,"Norris, Richard D.",SIO 104,SP17,17,0.882,1.0,4.77,15,17,B+ ,3.35,B ,3.15
7310,"Driscoll, Neal W.",SIO 105,SP17,14,1.0,1.0,3.5,14,14,A- ,3.93,B+ ,3.68
7311,"Tauxe, Lisa",SIO 113,SP17,13,0.9,0.9,5.1,12,12,B+ ,3.6,B+ ,3.6
7312,"Burton, Ronald S.",SIO 127,SP17,16,1.0,0.9329999999999999,6.07,16,15,B ,3.21,B ,3.05
7313,"Bartlett, Douglas H",SIO 128,SP17,36,0.941,0.971,4.56,34,35,B- ,2.88,B- ,2.91
7314,"Ballance, Lisa Taylor",SIO 133,SP17,49,0.935,0.87,4.2,46,43,B+ ,3.52,B+ ,3.46
7315,"Hildebrand, John A",SIO 133,SP17,51,0.938,0.8959999999999999,4.17,48,46,B+ ,3.54,B+ ,3.46
7316,"Cook, Orna",SIO 136,SP17,25,1.0,1.0,5.22,25,25,B+ ,3.56,B+ ,3.36
7317,"Semmens, Brice Xavier",SIO 136,SP17,25,1.0,1.0,5.22,25,25,B+ ,3.56,B+ ,3.36
7318,"Sirovic, Ana",SIO 136,SP17,25,1.0,0.92,5.14,25,23,B+ ,3.56,B+ ,3.36
7319,"Wegner, Nicholas Craig",SIO 136,SP17,25,1.0,1.0,5.14,25,25,B+ ,3.56,B+ ,3.36
7320,"Cook, Orna",SIO 136,SP17,27,0.9259999999999999,0.963,5.98,25,26,B+ ,3.38,B+ ,3.36
7321,"Semmens, Brice Xavier",SIO 136,SP17,27,0.9259999999999999,0.963,5.98,25,26,B+ ,3.38,B+ ,3.36
7322,"Sirovic, Ana",SIO 136,SP17,27,0.9259999999999999,1.0,5.98,25,27,B+ ,3.38,B+ ,3.36
7323,"Wegner, Nicholas Craig",SIO 136,SP17,27,0.9259999999999999,0.9259999999999999,5.98,25,25,B+ ,3.38,B+ ,3.36
7324,"Charles, Christopher D.",SIO 138,SP17,27,0.88,0.75,4.58,24,20,B+ ,3.33,B+ ,3.4
7325,"Leichter, James J.",SIO 138,SP17,27,0.88,0.792,4.58,24,21,B+ ,3.33,B+ ,3.4
7326,"Smith, Jennifer",SIO 138,SP17,27,0.88,1.0,4.58,24,27,B+ ,3.33,B+ ,3.4
7327,"Gee, Jeffrey S",SIO 16,SP17,20,0.9,0.9,3.45,18,18,B+ ,3.31,C+ ,2.63
7328,"Tresguerres, Martin",SIO 181,SP17,50,1.0,1.0,4.64,50,50,B ,3.29,B ,3.23
7329,"Semmens, Brice Xavier",SIO 187,SP17,23,0.9129999999999999,1.0,4.31,21,23,B ,3.09,B- ,2.95
7330,"Gaasterland, Theresa",SIO 190,SP17,12,0.917,1.0,5.95,11,12,A- ,3.73,A- ,3.91
7331,"Cook, Geoffrey W",SIO 50,SP17,22,0.9520000000000001,1.0,4.0,21,22,A- ,3.8,B+ ,3.62
7332,"Biernacki, Richard",SOCI 100,SP17,14,0.9229999999999999,1.0,6.0,13,14,B ,3.23,B ,3.05
7333,"DePalma, Lindsay Jean",SOCI 104,SP17,16,0.867,1.0,7.21,14,16,B ,3.27,B- ,2.71
7334,"West, Brooke Shannan",SOCI 107,SP17,10,0.8,0.9,3.7,8,9,B+ ,3.4,B ,3.27
7335,"Pinzur, David L",SOCI 112,SP17,25,0.92,0.96,5.25,23,24,B+ ,3.39,B ,3.21
7336,"Jones, Makeba",SOCI 117,SP17,29,0.9640000000000001,1.0,4.35,28,29,B+ ,3.64,A- ,3.88
7337,"Kenworthy, Lane A.",SOCI 124,SP17,9,0.75,0.75,5.25,7,7,B+ ,3.5,B ,3.21
7338,"Chapman, Thandeka K",SOCI 126,SP17,13,0.6920000000000001,0.6920000000000001,3.73,9,9,B+ ,3.55,B+ ,3.57
7339,"Navon, Daniel",SOCI 138,SP17,38,1.0,1.0,3.93,38,38,B+ ,3.68,B+ ,3.33
7340,"Dauber Griffin, Andrea Ste",SOCI 144,SP17,23,1.0,1.0,3.98,23,23,A- ,3.9,B+ ,3.43
7341,"Summers, Valerie R.",SOCI 146,SP17,27,1.0,1.0,4.83,27,27,B+ ,3.64,B+ ,3.4
7342,"Nations, Jennifer M",SOCI 152,SP17,62,0.823,0.871,5.06,51,54,B+ ,3.35,B+ ,3.37
7343,"Rona-Tas, Akos",SOCI 172,SP17,10,0.889,1.0,2.72,9,10,B+ ,3.38,B+ ,3.54
7344,"Navon, Daniel",SOCI 173,SP17,22,1.0,1.0,4.6,22,22,B+ ,3.58,B+ ,3.45
7345,"Biernacki, Richard",SOCI 178,SP17,29,1.0,0.897,4.29,29,26,B+ ,3.6,B ,3.22
7346,"Zamosc, Leon",SOCI 185,SP17,16,0.9229999999999999,0.769,5.5,15,12,B ,3.18,B ,3.04
7347,"McVey, Cristin M",SOCI 187,SP17,7,1.0,0.857,4.83,7,6,B+ ,3.57,B+ ,3.35
7348,"Shafir, Gershon",SOCI 188I,SP17,9,0.5,0.625,4.21,4,6,B+ ,3.63,B+ ,3.42
7349,"Zamosc, Leon",SOCI 188M,SP17,15,0.867,0.867,2.93,13,13,B ,3.0,B- ,2.98
7350,"Schneider, Heidi L.",SOCI 20,SP17,22,0.789,0.8420000000000001,5.06,17,19,B+ ,3.53,B ,3.24
7351,"Pardo Guerra, Juan Pablo",SOCI 30,SP17,15,0.929,0.929,2.5,14,14,A- ,3.71,A- ,3.71
7352,"Olsen, Lauren Dana",SOCI 40,SP17,125,0.975,0.9670000000000001,3.84,122,121,A- ,3.71,A- ,3.85
7353,"Everhart, Donald Alfred",SOCI 60,SP17,13,0.615,0.6920000000000001,3.27,8,9,B+ ,3.36,B+ ,3.55
7354,"Salovey, Todd",TDAC 1,SP17,6,1.0,1.0,3.3,6,6,A ,4.0,A- ,3.99
7355,"Salovey, Todd",TDAC 1,SP17,11,1.0,1.0,2.17,11,11,A ,4.0,A- ,3.99
7356,"Salovey, Todd",TDAC 1,SP17,8,1.0,1.0,4.5,8,8,A- ,3.8,A- ,3.99
7357,"Salovey, Todd",TDAC 1,SP17,8,1.0,1.0,4.21,8,8,A ,4.0,A- ,3.99
7358,"Salovey, Todd",TDAC 1,SP17,14,1.0,1.0,3.33,14,14,A ,4.0,A- ,3.99
7359,"Walsh, Kim C.",TDAC 101,SP17,19,1.0,1.0,3.55,19,19,A- ,3.78,A- ,3.92
7360,"Walsh, Kim C.",TDAC 101,SP17,14,1.0,0.929,3.07,14,13,A- ,3.86,A- ,3.92
7361,"Salovey, Todd",TDAC 102,SP17,7,1.0,1.0,4.79,7,7,A ,4.0,A- ,3.96
7362,"Means, Charles E.",TDDR 101,SP17,20,0.889,0.889,4.38,18,18,B+ ,3.59,B+ ,3.43
7363,"Oates, Charles Bruce",TDGE 1,SP17,39,0.846,0.846,2.92,33,33,B+ ,3.67,B+ ,3.4
7364,"Fulton, Julia",TDGE 124,SP17,166,0.976,0.9940000000000001,2.16,162,165,A- ,3.91,A- ,3.87
7365,"Meyer, Ursula",TDGE 125,SP17,12,1.0,0.818,2.68,12,10,A- ,3.7,B+ ,3.43
7366,"Harting, Carla Kelso",TDGE 25,SP17,12,1.0,1.0,2.28,12,12,A- ,3.88,A- ,3.8
7367,"Harting, Carla Kelso",TDGE 25,SP17,11,1.0,1.0,4.5,11,11,A- ,3.75,A- ,3.8
7368,"Harting, Carla Kelso",TDGE 25,SP17,10,0.875,1.0,4.5,9,10,A- ,3.83,A- ,3.8
7369,"Harting, Carla Kelso",TDGE 25,SP17,13,1.0,1.0,4.68,13,13,A ,4.0,A- ,3.8
7370,"Rubinstein, Kim",TDGE 3,SP17,12,1.0,1.0,2.5,12,12,A ,4.0,A- ,3.97
7371,"Amon, Patrice",TDHT 101,SP17,14,1.0,1.0,2.81,14,14,B+ ,3.64,A- ,3.9
7372,"Turner, Laura Katherine",TDHT 101,SP17,7,1.0,1.0,5.36,7,7,A- ,3.71,B+ ,3.42
7373,"Turner, Laura Katherine",TDHT 23,SP17,22,0.9,0.9,4.5,20,20,A- ,3.79,B ,3.18
7374,"Glabe, Heather G.",TDMV 1,SP17,7,1.0,0.857,2.17,7,6,A- ,3.8,A- ,3.92
7375,"Valerdi, Natalia",TDMV 1,SP17,9,1.0,1.0,2.5,9,9,A ,4.0,A- ,3.87
7376,"Arcidiacono, Kristin",TDMV 11,SP17,17,1.0,1.0,0.85,17,17,A- ,3.94,A- ,3.77
7377,"Weinberg, Sadie",TDMV 110,SP17,12,1.0,1.0,1.3,12,12,A- ,3.9,A- ,3.9
7378,"Smith, Alison D",TDMV 120,SP17,18,1.0,1.0,1.39,18,18,A- ,3.94,A- ,3.97
7379,"Rincon, Patricia A.",TDMV 120,SP17,9,1.0,1.0,2.28,9,9,A- ,3.89,A- ,3.78
7380,"Rincon, Alicia",TDMV 130,SP17,11,0.9,0.8,0.9,10,9,A- ,3.78,A- ,3.89
7381,"Jun, Grace Shin Hae",TDMV 138,SP17,13,1.0,1.0,1.42,13,13,A ,4.0,A- ,3.78
7382,"Devaguptapu, Divya",TDMV 140,SP17,8,1.0,1.0,2.75,8,8,A- ,3.88,A- ,3.98
7383,"Caligagan, Maria T.",TDMV 142,SP17,13,1.0,1.0,2.68,13,13,A ,4.0,A- ,3.94
7384,"Caligagan, Maria T.",TDMV 142,SP17,14,1.0,0.929,4.81,14,13,A- ,3.92,A- ,3.94
7385,"Caligagan, Tony",TDMV 142,SP17,16,1.0,0.9329999999999999,3.17,16,15,A- ,3.92,A- ,3.93
7386,"Foster-King, Sandra",TDMV 143,SP17,16,0.9329999999999999,0.9329999999999999,4.9,15,15,A- ,3.93,A ,4.0
7387,"Caligagan, Tony",TDMV 146,SP17,9,1.0,0.778,3.25,9,7,A- ,3.83,A- ,3.91
7388,"Jun, Grace Shin Hae",TDMV 148,SP17,8,1.0,1.0,2.25,8,8,A ,4.0,A- ,3.79
7389,"Rincon, Patricia A.",TDMV 2,SP17,10,1.0,1.0,1.61,10,10,A- ,3.86,A- ,3.92
7390,"Sammartano, Tonnie",TDMV 2,SP17,10,1.0,1.0,1.3,10,10,A ,4.0,A- ,3.82
7391,"Clancy, Liam",TDMV 2,SP17,21,0.9440000000000001,0.833,1.21,20,17,A ,4.0,A ,4.0
7392,"Rincon, Alicia",TDMV 3,SP17,11,1.0,1.0,2.3,11,11,A ,4.0,A- ,3.99
7393,"Guirguis, Mark C",TDPR 6,SP17,18,0.75,0.938,4.63,14,17,A- ,3.88,B+ ,3.7
7394,"Havis, Allan",TDPW 104,SP17,7,1.0,1.0,3.36,7,7,A- ,3.86,A- ,3.73
7395,"Wilson, Terry A.",TDTR 10,SP17,17,1.0,0.9329999999999999,1.97,17,16,A- ,3.87,A- ,3.87
7396,"Wilson, Terry A.",TDTR 10,SP17,15,1.0,1.0,2.1,15,15,A- ,3.86,A- ,3.87
7397,"Rahimi, Babak",TWS 25,SP17,22,0.833,0.9440000000000001,4.85,18,21,A- ,3.73,B+ ,3.61
7398,"Bussell, Mirle Rabinowitz",USP 100,SP17,24,0.875,1.0,4.0,21,24,A- ,3.8,B+ ,3.37
7399,"Nations, Jennifer M",USP 133,SP17,23,0.9129999999999999,0.826,5.37,21,19,B+ ,3.35,B+ ,3.46
7400,"Lewis, Leslie R",USP 141B,SP17,7,1.0,1.0,6.5,7,7,A ,4.0,A ,4.0
7401,"Lewis, Leslie R",USP 147,SP17,72,0.971,0.971,5.19,70,70,B+ ,3.59,B+ ,3.41
7402,"Hinds, Juli Beth",USP 171,SP17,6,0.667,0.833,4.17,4,5,B ,3.2,B ,3.23
7403,"Leiter, Robert A.",USP 171,SP17,6,0.667,0.833,4.17,4,5,B ,3.2,B ,3.23
7404,"Martin, Isaac",USP 3,SP17,54,0.86,0.98,4.66,46,53,B+ ,3.36,B+ ,3.31
7405,"Cruz, Edwin Teddy",VIS 102,SP17,40,0.825,0.9,4.13,33,36,A- ,3.74,A- ,3.73
7406,"Adler, Amy",VIS 105A,SP17,26,1.0,1.0,8.42,26,26,B+ ,3.68,A- ,3.8
7407,"Bedford, Elizabeth W",VIS 105B,SP17,14,1.0,1.0,6.21,14,14,A- ,3.93,A- ,3.92
7408,"Bedford, Elizabeth W",VIS 106A,SP17,13,1.0,1.0,4.81,13,13,A- ,3.83,A- ,3.95
7409,"Eginton, Kelly C.",VIS 107A,SP17,14,1.0,1.0,5.73,14,14,A ,4.0,A- ,3.87
7410,"Rose, Jordan M",VIS 125A,SP17,20,0.8420000000000001,0.895,4.82,17,18,B+ ,3.53,B+ ,3.42
7411,"Wardwell, Mariana Razo",VIS 126Q,SP17,27,0.9620000000000001,0.9620000000000001,4.42,26,26,A- ,3.91,A- ,3.96
7412,"Bryson, William N",VIS 127N,SP17,65,0.934,0.951,4.04,61,62,B+ ,3.46,B+ ,3.44
7413,"Cruz, Edwin Teddy",VIS 128C,SP17,27,0.9229999999999999,0.9229999999999999,4.26,25,25,A- ,3.8,A- ,3.88
7414,"Bratton, Benjamin H.",VIS 135,SP17,25,0.792,0.917,5.17,20,23,A- ,3.78,A ,4.0
7415,"Stalbaum, Brett",VIS 141A,SP17,8,1.0,1.0,7.07,8,8,B+ ,3.63,A- ,3.8
7416,"Mangolte, Babette",VIS 152D,SP17,82,0.81,0.57,3.35,66,47,B+ ,3.53,B+ ,3.3
7417,"O'Callaghan, Deirdre M",VIS 164,SP17,10,1.0,1.0,7.39,10,10,B+ ,3.56,B+ ,3.53
7418,"Osterloh, Gina B",VIS 167,SP17,10,0.9,0.8,7.7,9,8,A- ,3.7,A- ,3.73
7419,"O'Callaghan, Deirdre M",VIS 168,SP17,7,0.857,0.7140000000000001,7.36,6,5,B+ ,3.67,A- ,3.8
7420,"Miller, Charles G",VIS 175,SP17,12,0.75,0.33299999999999996,6.94,9,4,B+ ,3.36,B+ ,3.56
7421,"Cho, Erica",VIS 177,SP17,12,0.833,0.833,5.67,10,10,B ,3.25,B ,3.24
7422,"Jacobs, Bryan C",VIS 178,SP17,10,1.0,1.0,6.0,10,10,A- ,3.89,A- ,3.9
7423,"Mangolte, Babette",VIS 180A,SP17,11,0.818,0.545,8.5,9,6,B+ ,3.36,B+ ,3.62
7424,"Cho, Erica",VIS 182,SP17,6,0.833,0.833,3.83,5,5,B+ ,3.33,B ,3.04
7425,"Dinco, Dino",VIS 183A,SP17,7,1.0,1.0,7.17,7,7,A- ,3.83,B+ ,3.5
7426,"Crandall, Jordan",VIS 183B,SP17,16,0.6,0.667,5.97,10,11,B+ ,3.47,B+ ,3.51
7427,"Sowell, Teri Lynne",VIS 21A,SP17,39,0.846,0.9490000000000001,4.19,33,37,B+ ,3.35,B ,3.13
7428,"Kester, Grant",VIS 22,SP17,67,0.8959999999999999,0.97,4.01,60,65,B+ ,3.49,B ,3.27
7429,"Gregoire, Mathieu",VIS 3,SP17,67,0.922,0.8440000000000001,4.5,62,57,A- ,3.73,B+ ,3.53
7430,"Bratton, Benjamin H.",VIS 41,SP17,62,0.867,0.85,6.98,54,53,B+ ,3.63,B+ ,3.65
7431,"Osterloh, Gina B",VIS 60,SP17,54,0.9570000000000001,0.915,4.46,52,49,A- ,3.74,A- ,3.84
7432,"Cross, Brian R",VIS 70N,SP17,59,0.7879999999999999,0.5579999999999999,4.74,46,33,B+ ,3.46,B+ ,3.48
7433,"Veal, Adam",WCWP 100,SP17,6,0.6,1.0,8.9,4,6,A- ,3.8,B+ ,3.66
7434,"Roxworthy, Emily",WCWP 10A,SP17,45,0.706,0.882,7.0,32,40,B ,3.0,B ,3.03
7435,"Roxworthy, Emily",WCWP 10B,SP17,218,0.618,0.742,6.98,135,162,B ,3.19,B ,3.18
7436,"Childs, Dennis R.",AAS 10,WI17,19,0.9440000000000001,0.9440000000000001,5.32,18,18,B+ ,3.41,B+ ,3.63
7437,"Braswell, Geoffrey E.",ANAR 153,WI17,30,1.0,0.9670000000000001,4.9,30,29,B ,3.21,B ,3.27
7438,"Rivera-Collazo, Isabel C",ANAR 164,WI17,8,1.0,1.0,9.25,8,8,B ,3.17,B- ,2.78
7439,"Beasley, Melanie Marie",ANBI 111,WI17,32,0.938,1.0,5.63,30,32,B ,3.2,B ,3.07
7440,"Lafleur, Marni M",ANBI 133,WI17,21,0.95,0.95,3.4,20,20,A- ,3.7,B+ ,3.51
7441,"Parish, Steven Martin",ANSC 101,WI17,23,0.81,0.857,2.31,19,20,A- ,3.74,A- ,3.99
7442,"Olivas Hernandez, Olga Lid",ANSC 106,WI17,11,1.0,1.0,4.68,11,11,B+ ,3.55,A- ,3.85
7443,"Woolard, Kathryn A",ANSC 122,WI17,16,0.733,0.867,3.7,12,14,B ,3.18,B ,3.11
7444,"Brenner, Suzanne A",ANSC 125,WI17,34,0.9670000000000001,0.9329999999999999,4.7,33,32,A- ,3.8,A- ,3.75
7445,"Postero, Nancy Grey",ANSC 135,WI17,19,0.941,0.882,4.03,18,17,B+ ,3.63,B+ ,3.44
7446,"Jordan, David K.",ANSC 136,WI17,18,0.611,0.722,4.15,11,13,B ,3.29,B ,3.19
7447,"Varma, Saiba",ANSC 148,WI17,176,0.867,0.861,5.87,153,152,B ,3.26,B- ,2.96
7448,"Duzel, Esin",ANTH 1,WI17,25,0.958,0.958,4.67,24,24,A- ,3.91,B+ ,3.42
7449,"Beasley, Melanie Marie",ANTH 102,WI17,73,0.904,0.986,4.78,66,72,B+ ,3.41,B+ ,3.6
7450,"Kang, Byung Chu",ANTH 21,WI17,76,0.871,0.8290000000000001,2.53,66,63,A- ,3.77,A- ,3.73
7451,"Duzel, Esin",ANTH 23,WI17,45,0.805,0.732,3.91,36,33,B+ ,3.69,B+ ,3.38
7452,"Klimova, Julia Germanovna",ANTH 23,WI17,96,0.8370000000000001,0.628,3.08,80,60,A- ,3.77,B+ ,3.56
7453,"Mc Culloch, Andrew Douglas",BENG 112A,WI17,12,0.833,0.667,5.67,10,8,B+ ,3.42,B+ ,3.6
7454,"Subramaniam, Shankar",BENG 120,WI17,20,0.882,0.882,6.26,18,18,B ,3.29,B+ ,3.62
7455,"Wang, Yingxiao",BENG 120,WI17,19,0.875,0.867,6.5,17,16,B+ ,3.31,B+ ,3.62
7456,"Palsson, Bernhard O.",BENG 123,WI17,15,0.733,0.5329999999999999,9.57,11,8,B+ ,3.5,B ,3.14
7457,"Subramaniam, Shankar",BENG 130,WI17,56,0.8270000000000001,0.865,6.54,46,48,B+ ,3.42,B+ ,3.34
7458,"Cabrales, Pedro",BENG 140A,WI17,50,0.857,0.857,6.99,43,43,B+ ,3.59,B+ ,3.69
7459,"Wheeler, Bruce Christopher",BENG 152,WI17,7,1.0,1.0,5.93,7,7,B+ ,3.67,B+ ,3.57
7460,"Metallo, Christian Michael",BENG 161B,WI17,26,0.958,0.917,6.95,25,24,B+ ,3.45,B+ ,3.38
7461,"Wang, Yingxiao",BENG 168,WI17,16,1.0,0.9329999999999999,7.03,16,15,A- ,3.8,B+ ,3.59
7462,"Pevzner, Pavel Arkadjevich",BENG 181,WI17,39,0.821,0.821,16.82,32,32,B ,3.03,B ,3.28
7463,"Cauwenberghs, Gert",BENG 186B,WI17,22,0.81,0.762,8.31,18,17,B ,3.15,B+ ,3.32
7464,"Feng, Gen-Sheng",BIBC 102,WI17,78,0.8029999999999999,0.789,8.14,63,62,B ,3.0,B- ,2.71
7465,"Coleman, Aaron B.",BIBC 102,WI17,210,0.922,0.961,7.48,194,202,B ,3.23,B- ,2.72
7466,"Soowal, Lara",BIBC 103,WI17,19,0.941,0.882,6.03,18,17,B ,3.24,B- ,2.85
7467,"Bozinovic, Goran",BIBC 103,WI17,62,0.965,0.912,6.79,60,57,B ,3.23,B ,3.22
7468,"Burg, Michael",BIBC 103,WI17,31,0.9,0.9329999999999999,7.1,28,29,B ,3.24,B ,3.23
7469,"Chilukuri, Lakshmi N",BIBC 120,WI17,156,0.948,0.961,6.26,148,150,B+ ,3.38,B- ,2.85
7470,"Huffaker, Alisa",BIBC 194,WI17,17,0.938,1.0,2.75,16,17,A- ,3.93,A ,4.0
7471,"Day, Christopher D",BICD 100,WI17,113,0.9329999999999999,0.79,5.09,105,89,B+ ,3.47,B ,3.24
7472,"Lo, Stanley Malvin Ming-Hi",BICD 100,WI17,239,0.821,0.604,6.49,196,144,B ,3.23,B- ,2.92
7473,"Teodorof, Carmen",BICD 110,WI17,231,0.865,0.7120000000000001,6.03,200,164,B+ ,3.49,B- ,2.98
7474,"Posakony, James W",BICD 130,WI17,11,0.909,0.909,7.59,10,10,B ,3.0,B ,3.06
7475,"Goldrath, Ananda",BICD 140,WI17,63,0.871,0.935,7.77,55,59,B ,3.05,B- ,2.92
7476,"Xu, Yang",BICD 194,WI17,9,0.889,0.889,3.61,8,8,B+ ,3.44,B+ ,3.32
7477,"Stockwell, Sarah R",BIEB 123,WI17,20,1.0,1.0,3.66,20,20,B+ ,3.53,A- ,3.71
7478,"Holway, David A.",BIEB 128,WI17,52,0.98,0.961,4.34,51,50,B+ ,3.31,B- ,2.93
7479,"Chao, Lin",BIEB 150,WI17,89,0.843,0.831,3.93,75,74,B ,3.18,B ,3.0
7480,"Nieh, James Charles",BIEB 166,WI17,122,0.983,0.983,5.62,120,120,B+ ,3.34,C+ ,2.59
7481,"Mel, Stephanie",BILD 1,WI17,205,0.929,0.8690000000000001,5.32,190,178,B ,3.29,C+ ,2.61
7482,"Dutton, Rachel Janelle",BILD 1,WI17,193,0.958,0.828,4.77,185,160,B+ ,3.49,B ,3.05
7483,"Komiyama, Takaki",BILD 12,WI17,76,0.914,0.971,4.41,69,74,B ,3.17,B- ,2.83
